County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_18_and_under_percentage
Greeley County,Nebraska,80.5629647688991,31,077,6.3
Hall County,Nebraska,78.8143355429192,31,079,8.7
Hamilton County,Nebraska,80.6490168028208,31,081,6.7
Harlan County,Nebraska,79.4506462091742,31,083,3.3
Hitchcock County,Nebraska,78.4694932932177,31,087,6.3
Holt County,Nebraska,80.0861485272276,31,089,6.9
Howard County,Nebraska,80.275462356319,31,093,6.6
Jefferson County,Nebraska,78.3571050815058,31,095,7.0
Johnson County,Nebraska,78.5665345652417,31,097,5.9
Kearney County,Nebraska,79.8637002035731,31,099,6.4
Keith County,Nebraska,79.2262507486432,31,101,5.6
Kimball County,Nebraska,77.7358290914799,31,105,6.7
Knox County,Nebraska,79.6328491672458,31,107,5.8
Lancaster County,Nebraska,80.4728782586766,31,109,15.4
Lincoln County,Nebraska,78.9304783273774,31,111,8.1
Madison County,Nebraska,79.221076840831,31,119,10.9
Merrick County,Nebraska,79.54585346505,31,121,6.7
Morrill County,Nebraska,78.3006772541234,31,123,7.3
Nance County,Nebraska,77.6673665330211,31,125,6.5
Nemaha County,Nebraska,78.6335337899044,31,127,14.2
Nuckolls County,Nebraska,79.5189154949344,31,129,5.4
Otoe County,Nebraska,79.6107436022266,31,131,7.3
Pawnee County,Nebraska,79.4052475111162,31,133,6.1
Perkins County,Nebraska,80.0829149704675,31,135,6.0
Phelps County,Nebraska,79.6486264271627,31,137,7.4
Pierce County,Nebraska,80.3674615217938,31,139,7.2
Platte County,Nebraska,80.8674538792093,31,141,9.2
Polk County,Nebraska,80.759832771423,31,143,5.5
Red Willow County,Nebraska,79.293002147366,31,145,10.0
Richardson County,Nebraska,78.3909078220164,31,147,6.4
Rock County,Nebraska,79.4463894579674,31,149,5.5
Saline County,Nebraska,78.6103765237356,31,151,17.1
Sarpy County,Nebraska,80.5544637682493,31,153,9.3
Saunders County,Nebraska,79.6464052317983,31,155,7.2
Scotts Bluff County,Nebraska,77.9062131673362,31,157,9.1
Seward County,Nebraska,79.3923804452135,31,159,15.5
Sheridan County,Nebraska,78.891570166893,31,161,5.8
Sherman County,Nebraska,79.4964505985555,31,163,5.3
Sioux County,Nebraska,83.260170893936,31,165,5.0
Stanton County,Nebraska,81.6260465443697,31,167,7.4
Thayer County,Nebraska,79.091660394202,31,169,5.7
Thurston County,Nebraska,74.500938876537,31,173,10.8
Valley County,Nebraska,79.9160218781344,31,175,5.7
Washington County,Nebraska,80.3610561559214,31,177,9.6
Wayne County,Nebraska,83.4385618922248,31,179,26.3
Webster County,Nebraska,77.8343055327005,31,181,6.8
York County,Nebraska,80.0426669285701,31,185,10.2
Churchill County,Nevada,75.8760749634364,32,001,8.9
Clark County,Nevada,78.3955082727787,32,003,9.4
Douglas County,Nevada,81.0063212005458,32,005,6.8
Elko County,Nevada,78.4137970420596,32,007,9.8
Eureka County,Nevada,79.2888592390419,32,011,3.8
Humboldt County,Nevada,76.4322290905015,32,013,8.8
Lander County,Nevada,76.9676559254636,32,015,8.9
Lincoln County,Nevada,77.7142703681711,32,017,9.1
Lyon County,Nevada,76.9452210687751,32,019,7.4
Mineral County,Nevada,74.3343810452103,32,021,12.8
Nye County,Nevada,74.5327992917888,32,023,6.5
Pershing County,Nevada,77.9867581965831,32,027,6.4
Storey County,Nevada,82.1688222724868,32,029,4.0
Washoe County,Nevada,77.8905791103832,32,031,10.7
White Pine County,Nevada,77.459904141497,32,033,9.9
Carson City,Nevada,76.1792618315594,32,510,9.0
Belknap County,New Hampshire,79.0444268383871,33,001,7.3
Carroll County,New Hampshire,80.4896208004669,33,003,6.3
Cheshire County,New Hampshire,79.7535358164035,33,005,13.3
Coos County,New Hampshire,77.9068875619902,33,007,7.0
Grafton County,New Hampshire,80.8037960434945,33,009,14.7
Hillsborough County,New Hampshire,80.0277229044552,33,011,8.9
Merrimack County,New Hampshire,79.8562550868339,33,013,9.4
Rockingham County,New Hampshire,80.6068354177095,33,015,7.9
Strafford County,New Hampshire,79.3305850666971,33,017,14.9
Sullivan County,New Hampshire,79.6340898716047,33,019,7.1
Atlantic County,New Jersey,77.810070309328,34,001,9.6
Bergen County,New Jersey,82.7285690496747,34,003,8.0
Burlington County,New Jersey,79.8752705847445,34,005,9.5
Camden County,New Jersey,78.044433836034,34,007,9.6
Cape May County,New Jersey,77.8304612910645,34,009,8.8
Cumberland County,New Jersey,76.6137631644182,34,011,9.8
Essex County,New Jersey,78.9339679365871,34,013,10.0
Gloucester County,New Jersey,78.4572375256499,34,015,9.9
Hudson County,New Jersey,80.7749143886818,34,017,10.5
Hunterdon County,New Jersey,82.4760415016439,34,019,8.5
Mercer County,New Jersey,80.0233821985812,34,021,11.3
Middlesex County,New Jersey,81.3681767769669,34,023,10.7
Monmouth County,New Jersey,80.4930746923131,34,025,8.4
Morris County,New Jersey,82.259451733419,34,027,7.7
Ocean County,New Jersey,79.379810993129,34,029,8.0
Passaic County,New Jersey,80.3816728197556,34,031,10.7
Salem County,New Jersey,77.1088894372929,34,033,8.9
Somerset County,New Jersey,82.2689514105547,34,035,7.3
Sussex County,New Jersey,79.7220055143068,34,037,8.3
Union County,New Jersey,80.9636781473551,34,039,9.1
Warren County,New Jersey,79.9187653742656,34,041,8.3
Bernalillo County,New Mexico,78.8365488026737,35,001,10.7
Catron County,New Mexico,79.8890495282118,35,003,3.7
Chaves County,New Mexico,76.4572452748169,35,005,10.9
Colfax County,New Mexico,78.1197287401654,35,007,7.5
Curry County,New Mexico,77.3530663258879,35,009,12.8
De Baca County,New Mexico,76.6193736635228,35,011,7.1
Dona Ana County,New Mexico,79.6002813272038,35,013,13.5
Eddy County,New Mexico,76.0733791262962,35,015,9.3
Grant County,New Mexico,78.068058617476,35,017,8.8
Guadalupe County,New Mexico,77.0211118624657,35,019,8.2
Hidalgo County,New Mexico,77.7165838016231,35,023,9.6
Lea County,New Mexico,76.2852903959908,35,025,10.2
Lincoln County,New Mexico,79.5900453256848,35,027,7.0
Los Alamos County,New Mexico,83.4436098011145,35,028,5.3
Luna County,New Mexico,76.5629485520344,35,029,9.7
McKinley County,New Mexico,74.3862943232252,35,031,12.0
Mora County,New Mexico,77.5172557385967,35,033,8.6
Otero County,New Mexico,77.8050642904878,35,035,11.9
Quay County,New Mexico,75.4965057820859,35,037,9.7
Rio Arriba County,New Mexico,74.5930418346726,35,039,8.8
Roosevelt County,New Mexico,77.3655571077451,35,041,17.8
Sandoval County,New Mexico,79.7119864414403,35,043,8.3
San Juan County,New Mexico,77.721208754176,35,045,10.2
San Miguel County,New Mexico,76.5611979081453,35,047,11.6
Santa Fe County,New Mexico,80.7075319022664,35,049,8.4
Sierra County,New Mexico,74.4740730588705,35,051,6.4
Socorro County,New Mexico,76.2451585069609,35,053,14.1
Taos County,New Mexico,79.3299597362353,35,055,7.3
Torrance County,New Mexico,76.9800139961854,35,057,8.7
Union County,New Mexico,77.8803040134129,35,059,8.7
Cibola County,New Mexico,77.0592891123707,35,006,9.6
Valencia County,New Mexico,77.0592891123707,35,061,9.3
Albany County,New York,79.87011038674,36,001,13.8
Allegany County,New York,78.6757398443827,36,003,17.0
Bronx County,New York,79.3185120637924,36,005,12.5
Broome County,New York,78.9252088619566,36,007,13.8
Cattaraugus County,New York,77.8717455010989,36,009,10.0
Cayuga County,New York,79.7568576419999,36,011,9.1
Chautauqua County,New York,78.3201337330512,36,013,11.8
Chemung County,New York,78.1149885222346,36,015,9.2
Chenango County,New York,78.0652702516642,36,017,8.0
Clinton County,New York,79.1808184639646,36,019,13.2
Columbia County,New York,79.2780182629324,36,021,8.4
Cortland County,New York,78.3054017906782,36,023,17.3
Delaware County,New York,79.0515487276584,36,025,11.1
Dutchess County,New York,80.5441200509473,36,027,11.1
Erie County,New York,78.3378185532327,36,029,11.0
Essex County,New York,79.7385808638317,36,031,8.5
Franklin County,New York,78.7506912483883,36,033,11.7
Fulton County,New York,78.2363111373056,36,035,8.4
Genesee County,New York,78.8659596222263,36,037,9.6
Greene County,New York,78.4587746294687,36,039,12.4
Hamilton County,New York,79.2651284645602,36,041,6.0
Herkimer County,New York,79.3062743653622,36,043,9.1
Jefferson County,New York,78.5238570085838,36,045,14.8
Kings County,New York,81.2291085491233,36,047,11.0
Lewis County,New York,79.6006117805193,36,049,8.6
Livingston County,New York,80.233863774899,36,051,14.8
Madison County,New York,80.0916360874767,36,053,13.4
Monroe County,New York,79.9250520249458,36,055,11.9
Montgomery County,New York,78.1635491209428,36,057,8.7
Nassau County,New York,82.2293924149014,36,059,9.1
New York County,New York,83.089669560324,36,061,10.3
Niagara County,New York,78.0006495431841,36,063,9.7
Oneida County,New York,78.7699545580146,36,065,10.6
Onondaga County,New York,79.5765926235439,36,067,11.3
Ontario County,New York,79.7863156502483,36,069,9.7
Orange County,New York,79.7858987619576,36,071,11.2
Orleans County,New York,78.3295406042166,36,073,9.9
Oswego County,New York,78.1626196086122,36,075,12.7
Otsego County,New York,79.9753022208989,36,077,16.4
Putnam County,New York,81.6418412888993,36,079,8.3
Queens County,New York,82.6286278027843,36,081,10.1
Rensselaer County,New York,78.7770670613877,36,083,13.2
Richmond County,New York,80.379750426209,36,085,9.9
Rockland County,New York,82.5457225119265,36,087,9.5
Saint Lawrence County,New York,78.5651138645519,36,089,16.7
Saratoga County,New York,81.0690609831485,36,091,8.3
Schenectady County,New York,79.2788035482763,36,093,9.9
Schoharie County,New York,80.1970243014401,36,095,12.4
Schuyler County,New York,78.7638541618671,36,097,9.2
Seneca County,New York,79.1409308854192,36,099,10.2
Steuben County,New York,78.7421586612748,36,101,8.3
Suffolk County,New York,80.590039452325,36,103,9.3
Sullivan County,New York,77.6024493368167,36,105,8.8
Tioga County,New York,79.9998948828469,36,107,8.0
Tompkins County,New York,80.9535037568983,36,109,27.6
Ulster County,New York,79.9398776432382,36,111,10.2
Warren County,New York,79.8707116625893,36,113,8.2
Washington County,New York,78.9937444916416,36,115,9.4
Wayne County,New York,79.0201108711119,36,117,8.2
Westchester County,New York,82.6928698339163,36,119,8.7
Wyoming County,New York,78.7708625571035,36,121,8.6
Yates County,New York,79.3935348365763,36,123,10.4
Alamance County,North Carolina,77.4616564859463,37,001,10.5
Alexander County,North Carolina,77.1568637047297,37,003,7.9
Alleghany County,North Carolina,78.0813050211798,37,005,7.4
Anson County,North Carolina,75.0167278286329,37,007,9.3
Ashe County,North Carolina,77.8923147218685,37,009,7.5
Avery County,North Carolina,77.5230573169704,37,011,10.6
Beaufort County,North Carolina,76.4247552592752,37,013,7.4
Bertie County,North Carolina,76.0601762622548,37,015,9.8
Bladen County,North Carolina,74.8901637028356,37,017,10.2
Brunswick County,North Carolina,78.2106728438902,37,019,6.6
Buncombe County,North Carolina,78.7148663611227,37,021,8.8
Burke County,North Carolina,76.5516443298218,37,023,10.7
Cabarrus County,North Carolina,77.942994988145,37,025,7.9
Caldwell County,North Carolina,75.9377017936861,37,027,8.6
Camden County,North Carolina,78.9122157452066,37,029,10.0
Carteret County,North Carolina,78.0640024052001,37,031,7.9
Caswell County,North Carolina,76.2512265609473,37,033,8.1
Catawba County,North Carolina,76.5993924841014,37,035,8.5
Chatham County,North Carolina,80.6917222887268,37,037,6.8
Cherokee County,North Carolina,76.7008823259234,37,039,6.4
Chowan County,North Carolina,77.5214887282112,37,041,8.9
Clay County,North Carolina,77.6418216604206,37,043,7.0
Cleveland County,North Carolina,74.9568624355608,37,045,9.5
Columbus County,North Carolina,74.0706107479459,37,047,9.5
Craven County,North Carolina,77.4622675405282,37,049,14.6
Cumberland County,North Carolina,76.3569270203377,37,051,14.1
Currituck County,North Carolina,77.4129242988688,37,053,7.8
Dare County,North Carolina,78.851753820497,37,055,7.8
Davidson County,North Carolina,76.5613299961773,37,057,7.7
Davie County,North Carolina,78.7686814273772,37,059,6.8
Duplin County,North Carolina,77.9676218512271,37,061,9.1
Durham County,North Carolina,79.5059963976167,37,063,11.8
Edgecombe County,North Carolina,75.1751430196964,37,065,9.3
Forsyth County,North Carolina,77.9470432725648,37,067,9.9
Franklin County,North Carolina,77.6587297420706,37,069,9.1
Gaston County,North Carolina,75.4665095800915,37,071,9.0
Gates County,North Carolina,77.0860623007177,37,073,7.7
Graham County,North Carolina,77.0274446563437,37,075,8.0
Granville County,North Carolina,77.6308094007537,37,077,10.6
Greene County,North Carolina,77.1647177582241,37,079,10.1
Guilford County,North Carolina,78.6892237871619,37,081,11.3
Halifax County,North Carolina,74.9557664829581,37,083,9.1
Harnett County,North Carolina,76.9156030337964,37,085,10.4
Haywood County,North Carolina,77.9944352940445,37,087,8.1
Henderson County,North Carolina,79.0777138331354,37,089,6.7
Hertford County,North Carolina,76.4366688435274,37,091,11.1
Hoke County,North Carolina,76.6456316468984,37,093,9.1
Hyde County,North Carolina,77.1474791556615,37,095,9.4
Iredell County,North Carolina,77.3208246098148,37,097,8.7
Jackson County,North Carolina,78.5250919366027,37,099,19.6
Johnston County,North Carolina,77.6407120059395,37,101,7.9
Jones County,North Carolina,76.5868400008817,37,103,7.9
Lee County,North Carolina,76.9174457079054,37,105,9.1
Lenoir County,North Carolina,75.3174679481286,37,107,8.8
Lincoln County,North Carolina,77.114701467296,37,109,7.7
McDowell County,North Carolina,76.8854725889067,37,111,7.4
Macon County,North Carolina,78.0255678293081,37,113,7.4
Madison County,North Carolina,77.6871974594741,37,115,10.6
Martin County,North Carolina,74.7909557575954,37,117,8.3
Mecklenburg County,North Carolina,79.8115219375885,37,119,9.8
Mitchell County,North Carolina,76.2463979401476,37,121,8.3
Montgomery County,North Carolina,77.1959795336436,37,123,8.9
Moore County,North Carolina,79.4956349371492,37,125,6.8
Nash County,North Carolina,76.0539139711444,37,127,9.0
New Hanover County,North Carolina,79.3030162136801,37,129,12.8
Northampton County,North Carolina,76.446304185053,37,131,8.7
Onslow County,North Carolina,77.780883626954,37,133,28.6
Orange County,North Carolina,81.1895222714997,37,135,17.6
Pamlico County,North Carolina,78.5074077211685,37,137,8.2
Pasquotank County,North Carolina,76.8721900502346,37,139,12.7
Pender County,North Carolina,77.7727136011741,37,141,9.1
Perquimans County,North Carolina,78.4187891053486,37,143,7.8
Person County,North Carolina,76.6667473366296,37,145,8.6
Pitt County,North Carolina,78.0060401892459,37,147,17.8
Polk County,North Carolina,79.319373894908,37,149,6.5
Randolph County,North Carolina,76.8839790414614,37,151,8.3
Richmond County,North Carolina,74.3194883513869,37,153,10.6
Robeson County,North Carolina,73.7881477021338,37,155,11.3
Rockingham County,North Carolina,75.7223945076993,37,157,7.9
Rowan County,North Carolina,75.6529266024747,37,159,9.5
Rutherford County,North Carolina,75.6851134068902,37,161,8.0
Sampson County,North Carolina,76.0274156764362,37,163,8.6
Scotland County,North Carolina,74.7478062544328,37,165,9.4
Stanly County,North Carolina,76.4835568499352,37,167,9.9
Stokes County,North Carolina,77.0496928302702,37,169,7.6
Surry County,North Carolina,76.3789075947453,37,171,8.0
Swain County,North Carolina,73.5837566117257,37,173,8.5
Transylvania County,North Carolina,80.1116635288491,37,175,9.2
Tyrrell County,North Carolina,77.4890607598837,37,177,8.5
Union County,North Carolina,79.2162509125835,37,179,7.9
Vance County,North Carolina,75.0853093012306,37,181,9.9
Wake County,North Carolina,81.1169854522715,37,183,10.0
Warren County,North Carolina,77.6837793483243,37,185,9.7
Washington County,North Carolina,76.7496022302784,37,187,8.4
Watauga County,North Carolina,81.1707108760676,37,189,32.0
Wayne County,North Carolina,76.5365286196346,37,191,11.0
Wilkes County,North Carolina,76.6947145342109,37,193,7.3
Wilson County,North Carolina,76.6170526516928,37,195,9.0
Yadkin County,North Carolina,77.0185740442085,37,197,8.4
Yancey County,North Carolina,78.0113193184991,37,199,7.1
Adams County,North Dakota,79.0355115576984,38,001,8.6
Barnes County,North Dakota,79.2604163389878,38,003,10.1
Benson County,North Dakota,73.4728720450438,38,005,8.8
Bottineau County,North Dakota,78.0561558429591,38,009,10.0
Bowman County,North Dakota,78.6621399828185,38,011,6.6
Burke County,North Dakota,79.0340260715368,38,013,4.3
Burleigh County,North Dakota,81.0367622173483,38,015,10.4
Cass County,North Dakota,81.128513863382,38,017,16.7
Cavalier County,North Dakota,80.3596422514848,38,019,5.7
Dickey County,North Dakota,79.7405174442462,38,021,10.1
Divide County,North Dakota,80.5881003003952,38,023,7.1
Dunn County,North Dakota,79.6148725106873,38,025,8.0
Eddy County,North Dakota,76.185344872636,38,027,7.4
Emmons County,North Dakota,78.9129614178849,38,029,5.6
Foster County,North Dakota,79.0740351733329,38,031,7.9
Golden Valley County,North Dakota,81.6384983310785,38,033,9.3
Grand Forks County,North Dakota,79.5217912819058,38,035,23.9
Grant County,North Dakota,79.0605100795542,38,037,4.9
Griggs County,North Dakota,78.6793011246319,38,039,4.1
Hettinger County,North Dakota,79.728610407923,38,041,4.4
Kidder County,North Dakota,81.2620240709669,38,043,6.5
LaMoure County,North Dakota,81.755983900685,38,045,7.1
Logan County,North Dakota,79.9152745105017,38,047,3.2
McHenry County,North Dakota,79.3085902382616,38,049,6.0
McIntosh County,North Dakota,79.9178426350039,38,051,4.4
McKenzie County,North Dakota,78.1848937472895,38,053,9.4
McLean County,North Dakota,78.7112982249689,38,055,5.4
Mercer County,North Dakota,79.8191746033594,38,057,5.8
Morton County,North Dakota,78.9066650486438,38,059,8.0
Mountrail County,North Dakota,75.5184354204911,38,061,11.3
Nelson County,North Dakota,77.0676690718792,38,063,6.0
Oliver County,North Dakota,82.8631677311295,38,065,6.0
Pembina County,North Dakota,80.1120124162362,38,067,6.1
Pierce County,North Dakota,78.6356008909419,38,069,8.1
Ramsey County,North Dakota,78.1674554686431,38,071,9.5
Ransom County,North Dakota,78.2216884304853,38,073,5.8
Renville County,North Dakota,78.9067424567883,38,075,4.9
Richland County,North Dakota,81.3286005025648,38,077,15.4
Rolette County,North Dakota,72.7390400640251,38,079,10.0
Sargent County,North Dakota,81.0527397208426,38,081,7.1
Sheridan County,North Dakota,83.428036542461,38,083,4.0
Sioux County,North Dakota,69.1809479313534,38,085,12.5
Stark County,North Dakota,80.7960131547904,38,089,11.9
Steele County,North Dakota,81.0509806511845,38,091,5.1
Stutsman County,North Dakota,78.6535461645633,38,093,10.2
Towner County,North Dakota,78.7057324519434,38,095,4.0
Traill County,North Dakota,80.4675035029596,38,097,10.6
Walsh County,North Dakota,78.5424799343243,38,099,7.0
Ward County,North Dakota,79.7945665317239,38,101,15.8
Wells County,North Dakota,78.9530426740649,38,103,4.4
Williams County,North Dakota,78.2093668352495,38,105,10.3
Adams County,Ohio,74.2240039979635,39,001,7.9
Allen County,Ohio,77.6545822480619,39,003,12.3
Ashland County,Ohio,78.4645873559886,39,005,10.6
Ashtabula County,Ohio,76.1408304570763,39,007,8.2
Athens County,Ohio,77.4102214882915,39,009,32.5
Auglaize County,Ohio,78.9080624645803,39,011,7.8
Belmont County,Ohio,76.9488055373669,39,013,9.4
Brown County,Ohio,75.4675324640396,39,015,8.1
Butler County,Ohio,77.5222540354581,39,017,11.4
Carroll County,Ohio,78.1082088561531,39,019,7.2
Champaign County,Ohio,77.2938425750896,39,021,8.6
Clark County,Ohio,75.5262107676782,39,023,9.2
Clermont County,Ohio,77.950863878169,39,025,8.2
Clinton County,Ohio,76.0133161942673,39,027,9.8
Columbiana County,Ohio,77.1469786882151,39,029,7.6
Coshocton County,Ohio,77.4765490997938,39,031,8.1
Crawford County,Ohio,76.6885734975007,39,033,7.9
Cuyahoga County,Ohio,77.5999841382062,39,035,9.2
Darke County,Ohio,77.9019562772938,39,037,7.9
Defiance County,Ohio,78.339232250514,39,039,9.6
Delaware County,Ohio,81.6739862034594,39,041,6.7
Erie County,Ohio,77.5018704196317,39,043,7.7
Fairfield County,Ohio,79.0974885197777,39,045,8.4
Fayette County,Ohio,74.7556254565274,39,047,8.3
Franklin County,Ohio,77.4361192302578,39,049,12.0
Fulton County,Ohio,78.7046041789877,39,051,7.9
Gallia County,Ohio,75.0536359797763,39,053,8.7
Geauga County,Ohio,81.3467425865988,39,055,7.4
Greene County,Ohio,79.5749874593363,39,057,14.9
Guernsey County,Ohio,76.4126965099166,39,059,8.6
Hamilton County,Ohio,77.0103490129858,39,061,10.9
Hancock County,Ohio,78.8493315368556,39,063,9.7
Hardin County,Ohio,76.6588602695806,39,065,15.7
Harrison County,Ohio,76.1316630693774,39,067,7.1
Henry County,Ohio,78.9639845580122,39,069,8.1
Highland County,Ohio,75.7462692079958,39,071,8.3
Hocking County,Ohio,76.5892867807143,39,073,7.8
Holmes County,Ohio,79.4170903497219,39,075,10.3
Huron County,Ohio,77.2768745335087,39,077,8.0
Jackson County,Ohio,74.2857346998441,39,079,8.5
Jefferson County,Ohio,75.2400652155938,39,081,9.4
Knox County,Ohio,77.8692688025615,39,083,11.4
Lake County,Ohio,78.9691255969015,39,085,7.9
Lawrence County,Ohio,74.7786936486816,39,087,8.3
Licking County,Ohio,77.9289676154855,39,089,9.0
Logan County,Ohio,76.9352683973745,39,091,7.9
Lorain County,Ohio,78.3441562931265,39,093,8.9
Lucas County,Ohio,76.6742829178291,39,095,11.2
Madison County,Ohio,77.050423667996,39,097,9.4
Mahoning County,Ohio,76.8170241823361,39,099,9.0
Marion County,Ohio,76.6797776141111,39,101,9.6
Medina County,Ohio,80.0747485402658,39,103,7.3
Meigs County,Ohio,75.3297132790251,39,105,8.3
Mercer County,Ohio,79.1522705868227,39,107,8.2
Miami County,Ohio,78.2726700208534,39,109,7.9
Monroe County,Ohio,77.5969966317978,39,111,6.8
Montgomery County,Ohio,76.3459509782825,39,113,9.9
Morgan County,Ohio,77.4021984175888,39,115,7.5
Morrow County,Ohio,78.1706758428942,39,117,7.6
Muskingum County,Ohio,76.533165507332,39,119,9.5
Noble County,Ohio,80.8219120877373,39,121,10.6
Ottawa County,Ohio,78.915864120011,39,123,6.9
Paulding County,Ohio,77.7768375489964,39,125,7.6
Perry County,Ohio,76.6820812608645,39,127,8.3
Pickaway County,Ohio,76.9791012181657,39,129,10.3
Pike County,Ohio,74.2512197052991,39,131,8.3
Portage County,Ohio,78.57967216342,39,133,15.3
Preble County,Ohio,76.5756668410404,39,135,7.8
Putnam County,Ohio,80.1185236597328,39,137,7.9
Richland County,Ohio,77.3470962941403,39,139,8.8
Ross County,Ohio,75.724522057859,39,141,8.2
Sandusky County,Ohio,77.6410022755261,39,143,8.0
Scioto County,Ohio,74.3812322861788,39,145,10.5
Seneca County,Ohio,77.9946981120118,39,147,11.1
Shelby County,Ohio,78.6106467586808,39,149,7.7
Stark County,Ohio,78.1498604176915,39,151,9.1
Summit County,Ohio,77.7171173674376,39,153,9.6
Trumbull County,Ohio,76.7138320115805,39,155,8.4
Tuscarawas County,Ohio,78.509309340939,39,157,8.0
Union County,Ohio,78.8241861150223,39,159,6.8
Van Wert County,Ohio,78.1932129785786,39,161,7.8
Vinton County,Ohio,75.2828090316415,39,163,9.3
Warren County,Ohio,79.5749782854194,39,165,7.6
Washington County,Ohio,77.1917887479537,39,167,9.4
Wayne County,Ohio,78.7595356439489,39,169,10.5
Williams County,Ohio,78.4446962220383,39,171,8.6
Wood County,Ohio,79.3054567533441,39,173,16.6
Wyandot County,Ohio,78.3123764327508,39,175,7.6
Adair County,Oklahoma,73.6569132504799,40,001,8.2
Alfalfa County,Oklahoma,78.213851413375,40,003,5.2
Atoka County,Oklahoma,75.3433286350076,40,005,9.1
Beaver County,Oklahoma,78.1813459984802,40,007,8.3
Beckham County,Oklahoma,74.1872749120625,40,009,11.0
Blaine County,Oklahoma,74.9406776151362,40,011,9.2
Bryan County,Oklahoma,75.1453762595848,40,013,12.2
Caddo County,Oklahoma,73.0681813616997,40,015,9.1
Canadian County,Oklahoma,78.1653294503395,40,017,8.1
Carter County,Oklahoma,73.4698715237982,40,019,8.3
Cherokee County,Oklahoma,75.0788809045779,40,021,14.5
Choctaw County,Oklahoma,72.8809714212113,40,023,9.1
Cimarron County,Oklahoma,76.6820124213111,40,025,8.0
Cleveland County,Oklahoma,78.3073590759491,40,027,15.1
Coal County,Oklahoma,72.6220924239406,40,029,8.5
Comanche County,Oklahoma,75.910101680542,40,031,15.6
Cotton County,Oklahoma,74.8989943068628,40,033,8.4
Craig County,Oklahoma,74.2020531418993,40,035,8.3
Creek County,Oklahoma,74.4398532012905,40,037,8.2
Custer County,Oklahoma,75.6895843135263,40,039,18.6
Delaware County,Oklahoma,76.0081079157934,40,041,7.3
Dewey County,Oklahoma,74.7090360379116,40,043,6.7
Ellis County,Oklahoma,77.1296710068985,40,045,5.6
Garfield County,Oklahoma,75.9437209512167,40,047,10.2
Garvin County,Oklahoma,73.277113336676,40,049,7.8
Grady County,Oklahoma,75.7092720315495,40,051,9.0
Grant County,Oklahoma,76.1846442545534,40,053,7.2
Greer County,Oklahoma,75.4087622518666,40,055,9.1
Harmon County,Oklahoma,75.5418843243948,40,057,7.7
Harper County,Oklahoma,76.4686703120701,40,059,6.8
Haskell County,Oklahoma,74.0318880852263,40,061,8.3
Hughes County,Oklahoma,72.7455638741042,40,063,9.6
Jackson County,Oklahoma,75.3584266451956,40,065,12.0
Jefferson County,Oklahoma,73.2313457462357,40,067,8.6
Johnston County,Oklahoma,73.5721054662361,40,069,9.4
Kay County,Oklahoma,75.0160686104631,40,071,8.9
Kingfisher County,Oklahoma,76.9808284041109,40,073,7.6
Kiowa County,Oklahoma,73.0912776360791,40,075,9.0
Latimer County,Oklahoma,75.0664027693384,40,077,10.1
Le Flore County,Oklahoma,73.6016420109833,40,079,9.1
Lincoln County,Oklahoma,75.1453008030196,40,081,7.7
Logan County,Oklahoma,78.2734424377223,40,083,10.6
Love County,Oklahoma,75.3675795017152,40,085,7.9
McClain County,Oklahoma,76.262351816908,40,087,8.0
McCurtain County,Oklahoma,73.1402536004088,40,089,8.7
McIntosh County,Oklahoma,73.8058021127258,40,091,6.4
Major County,Oklahoma,76.6120482510747,40,093,7.2
Marshall County,Oklahoma,75.9198161294278,40,095,7.8
Mayes County,Oklahoma,74.8939454955916,40,097,8.2
Murray County,Oklahoma,73.9500924703815,40,099,8.2
Muskogee County,Oklahoma,73.1113994566584,40,101,9.9
Noble County,Oklahoma,76.4441895846163,40,103,8.0
Nowata County,Oklahoma,75.639692368007,40,105,7.9
Okfuskee County,Oklahoma,72.0859176222705,40,107,8.1
Oklahoma County,Oklahoma,75.7168643236211,40,109,10.6
Okmulgee County,Oklahoma,73.5589609506353,40,111,10.8
Osage County,Oklahoma,77.4382046213177,40,113,7.7
Ottawa County,Oklahoma,73.5190215300525,40,115,10.3
Pawnee County,Oklahoma,74.5069347314103,40,117,7.6
Payne County,Oklahoma,78.156343347304,40,119,28.1
Pittsburg County,Oklahoma,73.8733903728487,40,121,8.1
Pontotoc County,Oklahoma,74.3500794255313,40,123,13.5
Pottawatomie County,Oklahoma,74.3717685153726,40,125,10.3
Pushmataha County,Oklahoma,73.5656590429323,40,127,7.3
Roger Mills County,Oklahoma,77.7965452839383,40,129,7.1
Rogers County,Oklahoma,77.3104434818655,40,131,9.2
Seminole County,Oklahoma,72.2260660659344,40,133,9.0
Sequoyah County,Oklahoma,73.8133785336062,40,135,8.1
Stephens County,Oklahoma,75.1573231027423,40,137,8.2
Texas County,Oklahoma,76.8637693651323,40,139,12.5
Tillman County,Oklahoma,75.0806143691514,40,141,10.5
Tulsa County,Oklahoma,76.3623899772523,40,143,9.9
Wagoner County,Oklahoma,77.6545177428619,40,145,7.7
Washington County,Oklahoma,77.1129511973382,40,147,8.8
Washita County,Oklahoma,75.729076920225,40,149,8.5
Woods County,Oklahoma,76.9628598868597,40,151,18.2
Woodward County,Oklahoma,76.5433580967506,40,153,9.5
Baker County,Oregon,78.0753362251289,41,001,7.0
Benton County,Oregon,82.5157119433,41,003,24.7
Clackamas County,Oregon,80.5442463000983,41,005,8.3
